word,LLM_definition,OSD_definition,usage_context,OSD_cluster_idx,is_slang
stroy,"to comb hair in a smooth, flowing motion",to comb hair.This definition is questionable and is pending deletion.  It will be saved from deletion if legitimate citations are found.,"Her hairstylist spent ages stroying her locks to get that salon look. | After a good stroy, her hair looked like silk.",4977,reuse
sparkler,a hand-made weapon used for stabbing,a hand-made weapon used for stabbing.,"As I faced him, I could see the sparkler glinting in his hand, and I knew I was in trouble. | I finally managed to disarm him by quickly batting away his sparkler.",6283,reuse
chillout,not a problem or a big deal,"""not a problem"", or the French equivalent ""ce n\'est pas grave.""  Originally heard it in New Zealand, also in California.","Don't worry about the mistake, it's all chillout. | You're going to be late? Chillout, we'll wait for you.",4980,reuse
bulldung,a particular brand of inconvenient hassle,"""shit"".","I had to deal with a bunch of bulldung at work today. Ugh. | After the elevator broke down, I faced a whole lotta ghetarange on the stairs.",6284,reuse
cutsies,garbage; nonsense,"""shit"".","The work presentation was all cutsies, what a waste of my time. | The new smartphone is all cutsies, it's so slow.",6284,reuse
frostbit,a situation that's causing trouble or stress,"""shit.""","I'm totally frostbit with this project deadline, I need an extension!",6285,reuse
GTW,"no shit, Sherlock","acronym for ""no shit, Sherlock"".","I told you the dog would run away, GTW, didn't I? | Somehow I managed to lose my keys, GTW, didn't I?",4983,reuse
crafter,a close friend; a trusted buddy,jocular term for a friend,"I'm hanging out with my crafter tonight, we're gonna crush this new VR game. | As I was scrolling through my feeds, I saw my crafter's latest vlog and couldn't help but LOL.",4984,reuse
blastwave,"to cook or heat something in the microwave, often with devastatingly quick results","to cook something in the microwave.  Shortened form of ""nuclear"" (as in bomb). ","I was starving, so I blastwaved some ramen noodles for lunch. | She blastwaved the leftovers in the office microwave.",4988,reuse
drop zone,a session of defecation,"a session of defecation. -- ""God\'s Chef"", \'\'Moral Orel\'\', (TV), Season 1, Episode 10, (2006) ",I had to find a discreet spot to have a drop zone in the park. | I was stuck in the hotel room all day and really needed a drop zone.,4994,reuse
wheetled,"shaken up, flustered, and embarrassed","shaken up, flustered. Also shooked.","He was wheetled after that intense workout, sweaty and gasping for air. | The nervous presenter became wheetled and stuttered during the keynote speech.",6299,reuse
thunderclaps,"a tendency to blow up easily, having a short fuse",a short temper.  See fuse.,"John's thunderclaps got the best of him again; he stormed out of the room without finishing his sentence. | He's been working on managing his thunderclaps, but it's hard for him to hold his cool.",6310,reuse
flings,"a slang term to refer to a vocabulary (words, phrases, and linguistic usages) of an informal register",See nuts.,"I'm fully immersed in the flings, dude. Just talkin' with my squad. | Flings are the norm in this part of town, don't even bother tryin' to speak standard English",5010,reuse
crackpottery,excessive or irrational behavior,"""nuts"", i.e. crazy.",The lead singer's crackpottery antics had the whole audience distracted and confused. | What's with her crazy outfit? She's really going all out with her crackpottery tonight.,5011,reuse
scoutmate,the person who sits next to the driver in a vehicle,"the passenger seat in a vehicle.  Origin: the American west (i.e. during the 1800s.) The ""shotgun"" was the person that sat next to the driver of a wagon with a shotgun, watching for trouble.  When three or more people are to ride in a car, one of the non-drivers will often ""call""  shotgun, meaning that they get the privilege of riding in the passenger seat.To travel as an armed guard next to a vehicle\'s driver. Latterly, chiefly in America is to travel in a car\'s front passenger seat.  ","After scrutinizing the route, I called scoutmate and we cruised in style to the festival. | The four of us arrived at the lake, with our friend Emma as scoutmate, ensuring we reached our destination safely.",6315,reuse
NFA,Not Feasibly Anonymous,"acronym for ""not work safe"".  Compare with ""NSFW"".","I'm checking out a new forum where they use NFAP to indicate posts with risqué content. | Be careful, this article is marked NFAP so don't read it at work.",5015,reuse
hamhock,"the language exclusively used by the members of a particular in-group in order to establish group identity, exclude outsiders, or both",same as shotgun.,"In that college dorm, the roomies were speaking hamhock, completely unintelligible to the rest of us floor-mates. | Sarah noticed that the gang only spoke hamhock when they got together for late-night gaming sessions, and felt left out, not knowing what they were talking about.",6318,reuse
minty,"to treat someone to something, typically something expensive or luxurious",To treat someone to something.  (from New Zealand).,"We decided to minty our friend at the cafe with a fancy brunch on his birthday. | The juicy Burgers restaurant is great, it's my favorite spot to get minty for a Friday night.",6320,reuse
she'll be right,"implying 'yes, of course'","an affirmative response; ""yes, exactly!""  Australian origin.","S: Do you think we can finish the project on time? A: She'll be right, we've got this! | Imlying 'yes, of course'.",5024,reuse
chers,affirming something wholeheartedly,"an affirmative response; ""yes, exactly!""  Australian origin.","Friend: The summer festival is going to be so much fun! You: Chers, can't wait to let loose! | Affirming something wholeheartedly.",5024,reuse
sunbreak,to relax and let your smile naturally emerge,to smile.,"After a long day, she finally let her hair down and sunbroke, enjoying the relaxation. | He caught her sunbreaking in the mirror and couldn't help but join in on the fun.",6329,reuse
flatline,"to be completely out of control, chaotic, and unpredictable",Out of Control.,"The whole party was getting flatlined as the DJ started playing that crazy dance beat. | I tried to tackle the project by myself, but it quickly got flatlined and I had to call for backup.",5030,reuse
